	roll	pitch	yaw	gx	gy	gz	ax	ay	az		diff x	diff y	diff z			
518	-0.2	0.5	29.3	-8.31	-4.32	999.96	-10.01	0.73	1008.08		-1.7	5.05	8.12			
519	-0.2	0.5	29.3	-8.3	-4.24	999.96	-9.52	-1.71	1007.1		-1.22	2.53	7.14			
520	-0.2	0.5	29.3	-8.3	-4.24	999.96	-9.52	-1.71	1007.1		-1.22	2.53	7.14			
521	-0.2	0.5	29.3	-8.3	-4.24	999.96	-6.59	-0.24	1002.95		1.71	4	2.99			
522	-0.2	0.5	29.3	-8.3	-4.27	999.96	-8.06	-4.15	1001.97		0.24	0.12	2.01			
523	-0.2	0.5	29.3	-8.23	-4.25	999.96	-8.06	-4.15	1001.97		0.17	0.1	2.01			
524	-0.2	0.5	29.3	-8.23	-4.25	999.96	-6.59	0	1005.15		1.64	4.25	5.19			
525	-0.2	0.5	29.3	-8.21	-4.32	999.96	-9.77	-7.32	1005.15		-1.56	-3	5.19			
526	-0.2	0.5	29.3	-8.21	-4.32	999.96	-9.77	-7.32	1005.15		-1.56	-3	5.19			
527	-0.2	0.5	29.4	-8.16	-4.31	999.96	-11.96	-3.17	1004.66		-3.8	1.14	4.7			
528	-0.2	0.5	29.4	-8.07	-4.24	999.96	-11.96	-3.17	1004.66		-3.89	1.07	4.7			
529	-0.2	0.5	29.4	-8.07	-4.24	999.96	-12.45	-2.69	1004.41		-4.38	1.55	4.45			
530	-0.2	0.5	29.4	-8.15	-4.21	999.96	-10.01	-3.17	1002.46		-1.86	1.04	2.5			
531	-0.2	0.5	29.4	-8.15	-4.21	999.96	-10.01	-3.17	1002.46		-1.86	1.04	2.5			
532	-0.2	0.5	29.4	-8.15	-4.21	999.96	-5.86	-2.2	1005.88		2.29	2.01	5.92			
533	-0.2	0.5	29.4	-8.1	-4.31	999.96	-7.57	-5.62	1006.12		0.53	-1.31	6.16			
534	-0.2	0.5	29.4	-8.13	-4.32	999.96	-7.57	-5.62	1006.12		0.56	-1.3	6.16			
535	-0.2	0.5	29.4	-7.96	-4.34	999.96	-8.06	-2.69	1006.61		-0.1	1.65	6.65			
536	-0.2	0.5	29.4	-7.96	-4.34	999.96	-8.06	-2.69	1006.61		-0.1	1.65	6.65			
537	-0.2	0.5	29.4	-7.96	-4.34	999.96	-10.99	-3.17	1002.46		-3.03	1.17	2.5			
538	-0.2	0.4	29.4	-7.8	-4.19	999.96	-7.08	-6.1	999.29		0.72	-1.91	-0.67			
539	-0.2	0.4	29.4	-7.8	-4.19	999.96	-7.08	-6.1	999.29		0.72	-1.91	-0.67			
540	-0.2	0.5	29.4	-7.88	-4.18	999.96	-8.06	0.24	1006.61		-0.18	4.42	6.65			
541	-0.2	0.4	29.4	-7.8	-4.18	999.96	-9.77	-6.1	1003.19		-1.97	-1.92	3.23			
542	-0.2	0.4	29.4	-7.8	-4.18	999.96	-9.77	-6.1	1003.19		-1.97	-1.92	3.23			
543	-0.2	0.4	29.4	-7.8	-4.18	999.96	-9.28	-2.69	1003.44		-1.48	1.49	3.48			
544	-0.2	0.4	29.4	-7.77	-4.35	999.96	-7.57	0.49	1003.93		0.2	4.84	3.97			
545	-0.2	0.4	29.4	-7.77	-4.35	999.96	-7.57	0.49	1003.93		0.2	4.84	3.97			
546	-0.2	0.4	29.4	-7.84	-4.22	999.96	-5.86	-4.15	1002.71		1.98	0.07	2.75			
547	-0.2	0.4	29.4	-7.85	-4.21	999.96	-5.86	-4.15	1002.71		1.99	0.06	2.75			
548	-0.2	0.4	29.4	-7.85	-4.21	999.96	-1.46	-5.37	1008.81		6.39	-1.16	8.85			
549	-0.2	0.4	29.4	-7.79	-4.19	999.96	-8.3	-11.72	1005.39		-0.51	-7.53	5.43			
550	-0.2	0.4	29.4	-7.79	-4.19	999.96	-8.3	-11.72	1005.39		-0.51	-7.53	5.43			
551	-0.2	0.4	29.4	-7.79	-4.19	999.96	-1.71	-1.71	1003.93		6.08	2.48	3.97			
552	-0.2	0.4	29.4	-7.8	-4.19	999.96	-13.18	-4.39	1004.9		-5.38	-0.2	4.94			
553	-0.2	0.4	29.4	-7.8	-4.22	999.96	-13.18	-4.39	1004.9		-5.38	-0.17	4.94			
554	-0.3	0.4	29.4	-7.75	-4.38	999.96	-9.52	-0.98	1002.46		-1.77	3.4	2.5			
555	-0.3	0.4	29.4	-7.75	-4.38	999.96	-9.52	-0.98	1002.46		-1.77	3.4	2.5			
556	-0.3	0.4	29.4	-7.75	-4.38	999.96	-11.96	-11.96	1005.63		-4.21	-7.58	5.67			
557	-0.3	0.4	29.4	-7.72	-4.42	999.96	-9.03	-0.73	999.29		-1.31	3.69	-0.67			
558	-0.2	0.4	29.4	-7.78	-4.36	999.96	-9.03	-0.73	999.29		-1.25	3.63	-0.67			
559	-0.2	0.4	29.4	-7.78	-4.36	999.96	-9.03	-1.95	1004.66		-1.25	2.41	4.7			
560	-0.2	0.4	29.4	-7.73	-4.35	999.96	-1.95	-3.66	1001.97		5.78	0.69	2.01			
561	-0.2	0.4	29.4	-7.73	-4.35	999.96	-1.95	-3.66	1001.97		5.78	0.69	2.01			
562	-0.2	0.4	29.4	-7.72	-4.34	999.96	-7.32	-2.93	1003.19		0.4	1.41	3.23			
563	-0.2	0.4	29.4	-7.72	-4.34	999.96	-7.32	-2.93	1003.19		0.4	1.41	3.23			
564	-0.3	0.4	29.4	-7.75	-4.39	999.96	-6.35	-7.32	1007.34		1.4	-2.93	7.38			
565	-0.3	0.4	29.4	-7.67	-4.58	999.96	-3.91	-2.44	1010.03		3.76	2.14	10.07			
566	-0.3	0.4	29.4	-7.67	-4.58	999.96	-3.91	-2.44	1010.03		3.76	2.14	10.07			
567	-0.3	0.4	29.4	-7.67	-4.58	999.96	-14.16	-8.3	1005.39		-6.49	-3.72	5.43			
568	-0.3	0.4	29.4	-7.62	-4.7	999.96	-6.59	-0.73	1007.1		1.03	3.97	7.14			
569	-0.3	0.4	29.4	-7.62	-4.7	999.96	-6.59	-0.73	1007.1		1.03	3.97	7.14			
570	-0.3	0.4	29.4	-7.69	-4.71	999.96	-4.88	-3.42	1002.71		2.81	1.29	2.75			
571	-0.3	0.4	29.4	-7.54	-4.75	999.96	-4.88	-3.42	1002.71		2.66	1.33	2.75			
572	-0.3	0.4	29.4	-7.54	-4.75	999.96	-10.5	-7.81	1004.41		-2.96	-3.06	4.45			
573	-0.3	0.4	29.3	-7.62	-4.78	999.96	-5.13	-1.71	1001.48		2.49	3.07	1.52			
574	-0.3	0.4	29.3	-7.62	-4.78	999.96	-5.13	-1.71	1001.48		2.49	3.07	1.52			
575	-0.3	0.4	29.3	-7.62	-4.78	999.96	-7.81	-5.62	1006.37		-0.19	-0.84	6.41			
576	-0.3	0.4	29.3	-7.65	-4.7	999.96	-10.74	-1.22	1006.86		-3.09	3.48	6.9			
577	-0.3	0.4	29.3	-7.73	-4.69	999.96	-10.74	-1.22	1006.86		-3.01	3.47	6.9			
578	-0.3	0.4	29.3	-7.73	-4.87	999.96	-5.86	-5.86	1003.44		1.87	-0.99	3.48			
579	-0.3	0.4	29.3	-7.73	-4.87	999.96	-5.86	-5.86	1003.44		1.87	-0.99	3.48			
580	-0.3	0.4	29.3	-7.73	-4.87	999.96	-8.54	-2.69	1011.01		-0.81	2.18	11.05			
581	-0.3	0.4	29.3	-7.78	-4.86	999.96	-10.25	-3.66	1004.66		-2.47	1.2	4.7			
582	-0.3	0.5	29.3	-7.86	-4.83	999.96	-10.25	-3.66	1004.66		-2.39	1.17	4.7			
583	-0.3	0.5	29.3	-7.86	-4.83	999.96	-6.84	-6.59	1005.88		1.02	-1.76	5.92			
584	-0.3	0.5	29.3	-7.87	-4.81	999.96	-5.62	-0.24	1005.88		2.25	4.57	5.92			
585	-0.3	0.5	29.3	-7.87	-4.81	999.96	-5.62	-0.24	1005.88		2.25	4.57	5.92			
586	-0.3	0.5	29.3	-7.87	-4.81	999.96	-10.5	-2.44	998.31		-2.63	2.37	-1.65			
587	-0.3	0.5	29.3	-7.9	-4.75	999.96	-10.5	-4.88	1007.83		-2.6	-0.13	7.87			
588	-0.3	0.5	29.3	-7.87	-4.81	999.96	-10.5	-4.88	1007.83		-2.63	-0.07	7.87			
589	-0.3	0.5	29.3	-7.97	-4.58	999.96	-9.28	-6.84	1004.17		-1.31	-2.26	4.21			
590	-0.3	0.5	29.3	-7.97	-4.58	999.96	-9.28	-6.84	1004.17		-1.31	-2.26	4.21			
591	-0.3	0.5	29.3	-7.97	-4.58	999.96	-13.92	-3.91	1007.59		-5.95	0.67	7.63			
592	-0.3	0.5	29.3	-8.02	-4.6	999.96	-8.06	-4.15	1007.34		-0.04	0.45	7.38			
593	-0.3	0.5	29.3	-8.02	-4.6	999.96	-8.06	-4.15	1007.34		-0.04	0.45	7.38			
594	-0.3	0.5	29.3	-8.02	-4.67	999.96	-3.42	-1.95	1003.44		4.6	2.72	3.48			
595	-0.3	0.5	29.3	-8.01	-4.69	999.96	-9.77	0	1004.9		-1.76	4.69	4.94			
596	-0.3	0.5	29.3	-8.01	-4.69	999.96	-9.77	0	1004.9		-1.76	4.69	4.94			
597	-0.3	0.5	29.3	-7.99	-4.67	999.96	-8.06	-11.47	1004.9		-0.07	-6.8	4.94			
598	-0.3	0.5	29.3	-7.99	-4.67	999.96	-8.06	-11.47	1004.9		-0.07	-6.8	4.94			
599	-0.3	0.5	29.3	-7.99	-4.67	999.96	-7.08	-6.35	1001.24		0.91	-1.68	1.28			
600	-0.3	0.5	29.3	-8	-4.71	999.96	-10.74	-3.17	1002.95		-2.74	1.54	2.99			
601	-0.3	0.5	29.3	-8.04	-4.79	999.96	-10.74	-3.17	1002.95		-2.7	1.62	2.99			
602	-0.3	0.5	29.3	-8.04	-4.79	999.96	-7.81	-4.64	1011.01		0.23	0.15	11.05			
603	-0.3	0.5	29.3	-8	-4.91	999.96	-5.37	-8.3	1005.15		2.63	-3.39	5.19			
604	-0.3	0.5	29.3	-8	-4.91	999.96	-5.37	-8.3	1005.15		2.63	-3.39	5.19			
605	-0.3	0.4	29.2	-7.84	-4.8	999.96	-4.88	-4.88	1001		2.96	-0.08	1.04			
606	-0.3	0.4	29.3	-7.83	-4.78	999.96	-4.88	-4.88	1001		2.95	-0.1	1.04			
607	-0.3	0.4	29.3	-7.83	-4.78	999.96	-8.54	-7.81	1004.66		-0.71	-3.03	4.7			
608	-0.3	0.5	29.3	-7.87	-4.73	999.96	-4.39	-3.91	1003.68		3.48	0.82	3.72			
609	-0.3	0.5	29.3	-7.87	-4.73	999.96	-4.39	-3.91	1003.68		3.48	0.82	3.72			
610	-0.3	0.5	29.3	-7.87	-4.73	999.96	-11.96	-4.64	1004.41		-4.09	0.09	4.45			
611	-0.3	0.5	29.3	-7.86	-4.75	999.96	-5.86	-5.13	1003.68		2	-0.38	3.72			
612	-0.3	0.5	29.3	-7.86	-4.79	999.96	-5.86	-5.13	1003.68		2	-0.34	3.72			
613	-0.3	0.5	29.3	-7.9	-4.77	999.96	-9.28	-1.22	1008.32		-1.38	3.55	8.36			
614	-0.3	0.5	29.3	-7.9	-4.77	999.96	-9.28	-1.22	1008.32		-1.38	3.55	8.36			
615	-0.3	0.5	29.3	-7.9	-4.77	999.96	-4.64	-3.66	1002.95		3.26	1.11	2.99			
616	-0.3	0.5	29.3	-8.03	-4.79	999.96	-3.91	-9.52	1006.12		4.12	-4.73	6.16			
617	-0.3	0.5	29.3	-8.04	-4.79	999.96	-3.91	-9.52	1006.12		4.13	-4.73	6.16			
618	-0.3	0.5	29.3	-8.04	-4.79	999.96	-10.5	-3.42	1000.02		-2.46	1.37	0.06			
619	-0.3	0.5	29.3	-8.04	-4.9	999.96	-5.13	-6.59	1003.44		2.91	-1.69	3.48			
620	-0.3	0.5	29.3	-8.04	-4.9	999.96	-5.13	-6.59	1003.44		2.91	-1.69	3.48			
621	-0.3	0.5	29.3	-8.07	-4.9	999.96	-8.06	-3.42	999.04		0.01	1.48	-0.92			
622	-0.3	0.5	29.3	-8.07	-4.9	999.96	-8.06	-3.42	999.04		0.01	1.48	-0.92			
623	-0.3	0.5	29.3	-8.07	-4.9	999.96	-8.54	-6.35	1006.12		-0.47	-1.45	6.16			
624	-0.3	0.5	29.3	-7.99	-5	999.96	-5.62	-3.17	1003.19		2.37	1.83	3.23			
625	-0.3	0.4	29.3	-7.85	-5.15	999.96	-5.62	-3.17	1003.19		2.23	1.98	3.23			
626	-0.3	0.4	29.3	-7.85	-5.15	999.96	-4.15	-5.86	1005.15		3.7	-0.71	5.19			
627	-0.3	0.5	29.3	-7.87	-5.15	999.96	-11.72	-5.37	1003.68		-3.85	-0.22	3.72			
628	-0.3	0.5	29.3	-7.87	-5.15	999.96	-11.72	-5.37	1003.68		-3.85	-0.22	3.72			
629	-0.3	0.5	29.3	-7.87	-5.17	999.96	-6.1	-10.74	1004.41		1.77	-5.57	4.45			
630	-0.3	0.4	29.3	-7.82	-5.13	999.96	-6.1	-10.74	1004.41		1.72	-5.61	4.45			
631	-0.3	0.4	29.3	-7.82	-5.13	999.96	-11.72	-3.91	1001.73		-3.9	1.22	1.77			
632	-0.3	0.4	29.3	-7.73	-5.26	999.96	-9.28	1.95	1004.41		-1.55	7.21	4.45			
633	-0.3	0.4	29.3	-7.73	-5.26	999.96	-9.28	1.95	1004.41		-1.55	7.21	4.45			
634	-0.3	0.4	29.3	-7.73	-5.26	999.96	-10.74	-7.81	1004.66		-3.01	-2.55	4.7			
635	-0.3	0.4	29.3	-7.73	-5.27	999.96	-7.57	-4.39	1004.9		0.16	0.88	4.94			
636	-0.3	0.4	29.3	-7.75	-5.23	999.96	-7.57	-4.39	1004.9		0.18	0.84	4.94			
637	-0.3	0.4	29.3	-7.75	-5.23	999.96	-2.44	-3.91	1003.19		5.31	1.32	3.23			
638	-0.3	0.4	29.3	-7.73	-5.21	999.96	-5.62	-7.08	1004.66		2.11	-1.87	4.7			
639	-0.3	0.4	29.3	-7.73	-5.21	999.96	-5.62	-7.08	1004.66		2.11	-1.87	4.7			
640	-0.3	0.4	29.3	-7.72	-5.07	999.96	-11.47	-6.59	1000.26		-3.75	-1.52	0.3			
641	-0.3	0.4	29.3	-7.72	-5.07	999.96	-11.47	-6.59	1000.26		-3.75	-1.52	0.3			
642	-0.3	0.4	29.3	-7.77	-5.15	999.96	-6.1	-6.59	1004.41		1.67	-1.44	4.45			
643	-0.3	0.4	29.4	-7.79	-5.13	999.96	-8.3	-2.93	1002.95		-0.51	2.2	2.99			
644	-0.3	0.4	29.4	-7.79	-5.13	999.96	-8.3	-2.93	1002.95		-0.51	2.2	2.99			
645	-0.3	0.4	29.4	-7.79	-5.13	999.96	-5.13	-1.46	1007.59		2.66	3.67	7.63			
646	-0.3	0.4	29.4	-7.76	-5.14	999.96	-5.37	-3.66	1003.93		2.39	1.48	3.97			
647	-0.3	0.4	29.4	-7.76	-5.14	999.96	-5.37	-3.66	1003.93		2.39	1.48	3.97			
648	-0.3	0.4	29.4	-7.68	-5.05	999.96	-7.81	-1.22	1005.15		-0.13	3.83	5.19			
649	-0.3	0.4	29.4	-7.79	-5.09	999.96	-7.81	-1.22	1005.15		-0.02	3.87	5.19			
650	-0.3	0.4	29.4	-7.79	-5.09	999.96	-4.88	-7.08	1004.41		2.91	-1.99	4.45			
651	-0.3	0.4	29.4	-7.71	-5.14	999.96	-4.88	0.73	1002.22		2.83	5.87	2.26			
652	-0.3	0.4	29.4	-7.71	-5.14	999.96	-4.88	0.73	1002.22		2.83	5.87	2.26			
653	-0.3	0.4	29.4	-7.71	-5.14	999.96	-10.5	-5.37	1012.23		-2.79	-0.23	12.27			
654	-0.3	0.4	29.4	-7.65	-5	999.96	-4.15	-5.62	1006.61		3.5	-0.62	6.65			
655	-0.3	0.4	29.4	-7.59	-4.98	999.96	-4.15	-5.62	1006.61		3.44	-0.64	6.65			
656	-0.3	0.4	29.4	-7.59	-5.02	999.96	-10.5	-7.32	1002.71		-2.91	-2.3	2.75			
657	-0.3	0.4	29.4	-7.59	-5.02	999.96	-10.5	-7.32	1002.71		-2.91	-2.3	2.75			
658	-0.3	0.4	29.4	-7.59	-5.02	999.96	-7.57	-9.03	1002.95		0.02	-4.01	2.99			
659	-0.3	0.4	29.4	-7.66	-5.07	999.96	-4.39	-1.22	999.78		3.27	3.85	-0.18			
660	-0.3	0.4	29.4	-7.66	-5.06	999.96	-4.39	-1.22	999.78		3.27	3.84	-0.18			
661	-0.3	0.4	29.4	-7.66	-5.06	999.96	-5.37	-10.99	1008.56		2.29	-5.93	8.6			
662	-0.3	0.4	29.4	-7.64	-5.03	999.96	-1.71	-5.13	1004.66		5.93	-0.1	4.7			
663	-0.3	0.4	29.4	-7.64	-5.03	999.96	-1.71	-5.13	1004.66		5.93	-0.1	4.7			
664	-0.3	0.4	29.4	-7.63	-5.05	999.96	-11.47	-1.95	1006.12		-3.84	3.1	6.16			
665	-0.3	0.4	29.4	-7.63	-5.05	999.96	-11.47	-1.95	1006.12		-3.84	3.1	6.16			
666	-0.3	0.4	29.4	-7.69	-5.04	999.96	-4.88	0.73	1003.68		2.81	5.77	3.72			
667	-0.3	0.4	29.4	-7.66	-5.04	999.96	-9.52	-2.69	1004.17		-1.86	2.35	4.21			
668	-0.3	0.4	29.4	-7.66	-5.04	999.96	-9.52	-2.69	1004.17		-1.86	2.35	4.21			
669	-0.3	0.4	29.4	-7.66	-5.04	999.96	-0.73	-2.2	1007.59		6.93	2.84	7.63			
670	-0.3	0.4	29.4	-7.65	-5.04	999.96	-14.65	-0.49	1003.93		-7	4.55	3.97			
671	-0.3	0.4	29.4	-7.65	-5.04	999.96	-14.65	-0.49	1003.93		-7	4.55	3.97			
672	-0.3	0.4	29.4	-7.67	-5.01	999.96	-6.84	-6.84	1004.9		0.83	-1.83	4.94			
673	-0.3	0.4	29.4	-7.73	-4.96	999.96	-6.84	-6.84	1004.9		0.89	-1.88	4.94			
674	-0.3	0.4	29.4	-7.73	-4.96	999.96	-13.18	-2.93	1010.03		-5.45	2.03	10.07			
675	-0.3	0.4	29.4	-7.67	-5.07	999.96	-6.1	-0.98	1004.41		1.57	4.09	4.45			
676	-0.3	0.4	29.4	-7.67	-5.07	999.96	-6.1	-0.98	1004.41		1.57	4.09	4.45			
677	-0.3	0.4	29.4	-7.67	-5.07	999.96	-8.79	-1.71	1006.61		-1.12	3.36	6.65			
678	-0.3	0.4	29.4	-7.54	-5.03	999.96	-7.81	-5.37	999.78		-0.27	-0.34	-0.18			
679	-0.3	0.4	29.4	-7.49	-4.67	999.96	-7.81	-5.37	999.78		-0.32	-0.7	-0.18			
680	-0.3	0.4	29.4	-7.49	-4.67	999.96	-10.99	-5.37	1007.34		-3.5	-0.7	7.38			
681	-0.3	0.4	29.4	-7.48	-4.46	999.96	-6.59	-5.13	1007.34		0.89	-0.67	7.38			
682	-0.3	0.4	29.4	-7.48	-4.46	999.96	-6.59	-5.13	1007.34		0.89	-0.67	7.38			
683	-0.3	0.4	29.4	-7.31	-4.38	999.96	-10.01	3.42	1004.17		-2.7	7.8	4.21			
684	-0.2	0.4	29.4	-7.36	-4.32	999.96	-10.01	3.42	1004.17		-2.65	7.74	4.21			
685	-0.2	0.4	29.4	-7.36	-4.32	999.96	-9.52	-7.08	1002.71		-2.16	-2.76	2.75			
686	-0.2	0.4	29.4	-7.2	-4.29	999.96	-9.28	-3.66	1003.44		-2.08	0.63	3.48			
687	-0.2	0.4	29.4	-7.2	-4.29	999.96	-9.28	-3.66	1003.44		-2.08	0.63	3.48			
688	-0.2	0.4	29.4	-7.2	-4.29	999.96	-6.59	-8.54	1010.52		0.61	-4.25	10.56			
689	-0.2	0.4	29.4	-7.15	-4.36	999.96	-7.32	-5.37	1006.12		-0.17	-1.01	6.16			
690	-0.2	0.4	29.3	-7.14	-4.27	999.97	-7.32	-5.37	1006.12		-0.18	-1.1	6.15			
691	-0.2	0.4	29.4	-7.18	-4.24	999.97	-10.01	-4.39	1006.37		-2.83	-0.15	6.4			
692	-0.2	0.4	29.4	-7.18	-4.24	999.97	-10.01	-4.39	1006.37		-2.83	-0.15	6.4			
693	-0.2	0.4	29.4	-7.18	-4.24	999.97	-6.35	-2.2	1003.44		0.83	2.04	3.47			
694	-0.2	0.4	29.4	-7.17	-4.26	999.97	-8.79	-8.54	1011.01		-1.62	-4.28	11.04			
695	-0.2	0.4	29.4	-7.17	-4.26	999.97	-8.79	-8.54	1011.01		-1.62	-4.28	11.04			
696	-0.3	0.4	29.4	-7.21	-4.37	999.96	-9.03	-4.39	1002.71		-1.82	-0.02	2.75			
697	-0.3	0.4	29.4	-7.2	-4.42	999.96	-1.71	-5.86	1004.41		5.49	-1.44	4.45			
698	-0.3	0.4	29.4	-7.2	-4.42	999.96	-1.71	-5.86	1004.41		5.49	-1.44	4.45			
699	-0.2	0.4	29.4	-7.18	-4.31	999.96	-5.13	-6.1	998.8		2.05	-1.79	-1.16			
700	-0.2	0.4	29.4	-7.18	-4.31	999.96	-5.13	-6.1	998.8		2.05	-1.79	-1.16			
701	-0.2	0.4	29.4	-7.18	-4.31	999.96	-9.28	-6.84	1007.1		-2.1	-2.53	7.14			
702	-0.3	0.4	29.4	-7.27	-4.44	999.96	-7.57	-4.88	1007.1		-0.3	-0.44	7.14			
703	-0.3	0.4	29.4	-7.24	-4.55	999.96	-7.57	-4.88	1007.1		-0.33	-0.33	7.14			
704	-0.3	0.4	29.4	-7.24	-4.55	999.96	-9.03	-10.01	1011.49		-1.79	-5.46	11.53			
705	-0.3	0.4	29.4	-7.11	-4.48	999.96	-11.72	0.24	1003.93		-4.61	4.72	3.97			
706	-0.3	0.4	29.4	-7.11	-4.48	999.96	-11.72	0.24	1003.93		-4.61	4.72	3.97			
707	-0.3	0.4	29.4	-7.11	-4.48	999.96	-11.47	-4.88	1005.39		-4.36	-0.4	5.43			
708	-0.3	0.4	29.4	-7.16	-4.45	999.96	-9.28	5.13	1011.01		-2.12	9.58	11.05			
709	-0.3	0.4	29.4	-7.26	-4.44	999.96	-9.28	5.13	1011.01		-2.02	9.57	11.05			
710	-0.3	0.4	29.4	-7.33	-4.39	999.96	-8.79	-1.46	1001.24		-1.46	2.93	1.28			
711	-0.3	0.4	29.4	-7.33	-4.39	999.96	-8.79	-1.46	1001.24		-1.46	2.93	1.28			
712	-0.3	0.4	29.4	-7.33	-4.39	999.96	-5.37	-3.42	1001.24		1.96	0.97	1.28			
713	-0.3	0.4	29.4	-7.36	-4.44	999.96	-10.25	-7.57	1008.32		-2.89	-3.13	8.36			
714	-0.3	0.4	29.4	-7.39	-4.38	999.96	-10.25	-7.57	1008.32		-2.86	-3.19	8.36			
715	-0.3	0.4	29.4	-7.39	-4.38	999.96	-6.35	-3.17	1002.22		1.04	1.21	2.26			
716	-0.2	0.4	29.4	-7.48	-4.3	999.96	-2.69	-3.66	1004.66		4.79	0.64	4.7			
717	-0.2	0.4	29.4	-7.48	-4.3	999.96	-2.69	-3.66	1004.66		4.79	0.64	4.7			
718	-0.2	0.4	29.4	-7.52	-4.27	999.96	-7.81	-7.57	1003.93		-0.29	-3.3	3.97			
719	-0.2	0.4	29.4	-7.52	-4.27	999.96	-7.81	-7.57	1003.93		-0.29	-3.3	3.97			
720	-0.2	0.4	29.4	-7.51	-4.26	999.96	-10.99	-5.37	1004.66		-3.48	-1.11	4.7			
721	-0.2	0.4	29.4	-7.45	-4.32	999.96	-6.1	-1.46	1006.37		1.35	2.86	6.41			
722	-0.2	0.4	29.4	-7.45	-4.32	999.96	-6.1	-1.46	1006.37		1.35	2.86	6.41			
723	-0.2	0.4	29.4	-7.45	-4.32	999.96	-7.32	-1.71	1003.19		0.13	2.61	3.23			
724	-0.2	0.4	29.4	-7.45	-4.22	999.96	-6.59	-2.69	1006.12		0.86	1.53	6.16			
725	-0.2	0.4	29.4	-7.45	-4.22	999.96	-6.59	-2.69	1006.12		0.86	1.53	6.16			
726	-0.2	0.4	29.4	-7.42	-4.23	999.96	-11.23	-1.46	1001.97		-3.81	2.77	2.01			
727	-0.2	0.4	29.4	-7.31	-4.15	999.96	-11.23	-1.46	1001.97		-3.92	2.69	2.01			
728	-0.2	0.4	29.4	-7.31	-4.15	999.96	-11.72	0	1001.24		-4.41	4.15	1.28			
729	-0.2	0.4	29.4	-7.36	-4.13	999.96	-7.08	-2.44	1004.17		0.28	1.69	4.21			
730	-0.2	0.4	29.4	-7.36	-4.13	999.96	-7.08	-2.44	1004.17		0.28	1.69	4.21			
731	-0.2	0.4	29.4	-7.36	-4.13	999.96	-4.64	-10.01	1005.63		2.72	-5.88	5.67			
732	-0.2	0.4	29.4	-7.37	-4.13	999.96	-2.2	-3.17	1002.46		5.17	0.96	2.5			
733	-0.2	0.4	29.4	-7.42	-4.13	999.96	-2.2	-3.17	1002.46		5.22	0.96	2.5			
734	-0.2	0.4	29.4	-7.41	-4.09	999.96	-8.79	-2.2	1005.63		-1.38	1.89	5.67			
735	-0.2	0.4	29.4	-7.41	-4.09	999.96	-8.79	-2.2	1005.63		-1.38	1.89	5.67			
736	-0.2	0.4	29.4	-7.41	-4.09	999.96	-5.86	-7.81	1005.88		1.55	-3.72	5.92			
737	-0.2	0.4	29.4	-7.46	-4.09	999.96	-11.23	-5.86	1005.88		-3.77	-1.77	5.92			
738	-0.2	0.4	29.4	-7.41	-4.18	999.96	-11.23	-5.86	1005.88		-3.82	-1.68	5.92			
739	-0.2	0.4	29.4	-7.41	-4.18	999.96	-4.39	-6.84	1001.73		3.02	-2.66	1.77			
740	-0.2	0.4	29.4	-7.45	-4.14	999.96	-6.59	-5.37	1003.93		0.86	-1.23	3.97			
741	-0.2	0.4	29.4	-7.45	-4.14	999.96	-6.59	-5.37	1003.93		0.86	-1.23	3.97			
742	-0.2	0.4	29.4	-7.3	-4.09	999.96	-3.91	-3.42	1004.66		3.39	0.67	4.7			
743	-0.2	0.4	29.4	-7.3	-4.09	999.96	-3.91	-3.42	1004.66		3.39	0.67	4.7			
744	-0.2	0.4	29.4	-7.35	-4.15	999.96	-3.66	-6.1	1000.75		3.69	-1.95	0.79			
745	-0.2	0.4	29.4	-7.41	-4.26	999.96	-7.32	-4.39	1002.71		0.09	-0.13	2.75			
746	-0.2	0.4	29.4	-7.41	-4.26	999.96	-7.32	-4.39	1002.71		0.09	-0.13	2.75			
747	-0.2	0.4	29.4	-7.41	-4.26	999.96	-15.14	-9.52	1004.66		-7.73	-5.26	4.7			
748	-0.2	0.4	29.4	-7.34	-4.3	999.96	-12.45	-3.42	1006.61		-5.11	0.88	6.65			
749	-0.2	0.4	29.4	-7.34	-4.3	999.96	-12.45	-3.42	1006.61		-5.11	0.88	6.65			
750	-0.2	0.4	29.4	-7.22	-4.29	999.96	-8.3	-7.57	1005.15		-1.08	-3.28	5.19			
751	-0.2	0.4	29.4	-7.28	-4.28	999.96	-8.3	-7.57	1005.15		-1.02	-3.29	5.19			
752	-0.2	0.4	29.4	-7.28	-4.28	999.96	-5.37	0.73	1000.02		1.91	5.01	0.06			
753	-0.2	0.4	29.4	-7.25	-4.18	999.96	-8.06	-2.93	1005.39		-0.81	1.25	5.43			
754	-0.2	0.4	29.4	-7.25	-4.18	999.96	-8.06	-2.93	1005.39		-0.81	1.25	5.43			
755	-0.2	0.4	29.4	-7.25	-4.18	999.96	-7.81	-5.86	1004.9		-0.56	-1.68	4.94			
756	-0.2	0.4	29.4	-7.29	-4.22	999.96	-3.66	-0.73	995.87		3.63	3.49	-4.09			
757	-0.2	0.4	29.4	-7.3	-4.22	999.96	-3.66	-0.73	995.87		3.64	3.49	-4.09			
758	-0.2	0.4	29.4	-7.3	-4.22	999.96	-10.5	-1.46	1000.26		-3.2	2.76	0.3			
